item name中文,model name中文,price,image url,product link,二级类目,三级类目,四级类目,邀请码,model id,final_1688_link,price judge,销售优先级,itemid,最大价格,销售优先级,该款式有sku数,是否有高价品加投资源,是否为重抛货,是否重点招募
可折叠横幅展架 店铺门牌 单面/双面 便携横幅展架,60×80 单面,17.85,https://cf.shopee.ph/file/ph-11134207-7r992-lzwo5i0lwwziab,http://shopee.ph/product/1314535673/29860560908,派对用品,背景幕布和横幅,,没发邀请码,2.51551E+11,https://detail.1688.com/offer/721902753927.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17417660713732908e1533&token=faNqR9Mpbn4LzvWMAHoWjU8I%2B3cKZT2vbWwMXH%2Bb3CLDcAV6I5zb5ZSV6m5liNu%2F,P0,高销售优先级,29860560908,17.85,高销售优先级,2,是,是,是
MODI USB LED 灯串，用于房间装饰，3米、5米、10米，带遥控器，多色 RGB，闪烁，圣诞节，派对，新年。,1000万,19.68,https://cf.shopee.co.th/file/th-11134207-81ztc-mi7d6cg6t5oj08,http://shopee.co.th/product/60805513/45603065347,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608206613,2.67253E+11,https://detail.1688.com/offer/706938327449.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,中高销售优先级,45603065347,19.68,高销售优先级,1,是,否,是
✨2026新款✨ 太阳能花园插地灯，LED路径灯，IP65防水，安装简便，夜间自动开启。,HS-667-6PCS,29.51,https://cf.shopee.co.th/file/sg-11134201-8259w-mq8suyilue4h98,http://shopee.co.th/product/1622234164/47403352466,灯光,太阳能灯,太阳能庭院灯,IVCN202608208809,3.40823E+11,https://detail.1688.com/offer/742767922457.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2132815517851356868448308e0fb6&token=fQaP%2F1F2p0rjoMR9wTponJsPtDilBGKGvPGN34FIrKjnO%2FCsuRjz7QQhVDgCN3ov,P0,高销售优先级,47403352466,29.51,高销售优先级,1,是,否,是
FBT 450cc 罐式气喇叭套件。FBT 正品授权产品。,FBT气喇叭套件,23.43,https://cf.shopee.co.th/file/7f5f03a5962dc48cc6ec71ba83d942d3,http://shopee.co.th/product/288510988/3444590237,派对用品,其他的,,IVCN202608206549,70472532345,https://detail.1688.com/offer/895157876949.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017601776772846294e0c55&token=yMlwvHUotrKmqe5nVZPXiXSNFr4QUqZrcc3OB9PUpd4%2FTerxt4Udo%2FsDlc9qCeFU,P1,中高销售优先级,3444590237,23.43,高销售优先级,1,是,否,是
（新加坡卖家）吊扇灯 18W/22W/24W/36W 超亮 LED 灯，可替换三色 LED 灯板,24W（直径160毫米）M&M,20.66,https://cf.shopee.sg/file/sg-11134207-8260y-mlddwijpwa2w78,http://shopee.sg/product/274699556/11253897333,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608206401,4.2553E+11,https://detail.1688.com/offer/1002231911913.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.sg&amug_biz=oneself&amug_fl_src=awakeId_982,P1,中高销售优先级,11253897333,20.66,高销售优先级,1,是,否,是
嘉宝果吊灯，5个灯泡，铝制灯体，可调节电线最长2米，E27灯座,金的,323.03,https://cf.shopee.com.br/file/br-11134207-7r98o-m94rx82h0f0i59,http://shopee.com.br/product/1305065285/18999719495,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608205435,2.29421E+11,https://detail.1688.com/offer/888037597536.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,18999719495,323.03,高销售优先级,1,是,否,是
（20包/箱）旗形烤串签，尺寸9、12、15、18、20、23、25、30厘米。尖头烤串签，食品烤串签。,（20包）：15厘米旗杆（整盒）,44.45,https://cf.shopee.co.th/file/th-11134207-81ztn-mo8ebcqrb37ofe,http://shopee.co.th/product/107698239/20189662982,派对用品,一次性餐具,,IVCN202608208735,1.75936E+11,https://detail.1688.com/offer/725905392901.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17701996087305683e107a&token=WAvXA30T9%2FQ%2Bwr0p9eOdfJWo5QJZjD2C5bNeHw37S8z5wSn2eOvJDD54lVT2C3PL,P0,高销售优先级,20189662982,44.45,高销售优先级,1,是,否,是
北欧落地灯 绿色蘑菇灯 立式灯 落地灯 夜灯 Lampu Hiasan Lampu Berdiri 床头落地灯,18、LED三色灯,155.07,https://cf.shopee.com.my/file/sg-11134201-824jg-mfc961r7xcejd5,http://shopee.com.my/product/268576938/43172618780,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608203747,3.0184E+11,https://detail.1688.com/offer/946063533500.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,43172618780,155.07,高销售优先级,2,是,否,是
套装：面板盖 + 三件套热升华圆筒盖 - 多种主题 H A,完整套装 | 240,34.79,https://cf.shopee.com.br/file/br-11134207-7r98o-luvzihcko5etf1,http://shopee.com.br/product/1036168410/19097321139,派对用品,背景幕布和横幅,,IVCN202608207903,1.79701E+11,#N/A,P2,高销售优先级,19097321139,34.79,高销售优先级,1,是,否,是
2027年个性化迷你日历 - 冰箱贴,50,18.04,https://cf.shopee.com.br/file/br-11134207-820lt-mmw9mt394dts8d,http://shopee.com.br/product/526664657/22492892308,派对用品,其他的,,没发邀请码,1.89161E+11,https://detail.1688.com/offer/741514941098.html?kj_agent_plugin=aliprice&fromkv=xytTrace:1,P1,高销售优先级,22492892308,18.04,高销售优先级,1,是,否,是
蒙特罗马诺 2x1 和圆形拱门套装（2 个）1.50 促销,金的,112.4,https://cf.shopee.com.br/file/br-11134201-820ly-mqy79gsnzmkka7,http://shopee.com.br/product/1382855477/23898563408,派对用品,背景幕布和横幅,,IVCN202608208751,1.99176E+11,https://detail.1688.com/offer/758530292670.html?spm=a26352.b28411319.offerlist.210.35b11e629nv4St&cosite=-&tracelog=p4p&_p_isad=1&clickid=f3779d4fab0d468dbda5bbcddeeb02b1&sessionid=a4tZBdWsJckn6a5HfneEfHtSQG3A2Jtd4cS1764925711954,P1,高销售优先级,23898563408,112.4,高销售优先级,1,是,否,是
50 张刮刮卡 DIY 幸运抽奖惊喜奖励卡 刮刮卡 50 Keping Kad Gores DIY Cabutan Bertuah,50 张刮刮卡 DIY 幸运抽奖惊喜奖励卡 刮刮卡 50 Keping Kad Gores DIY Cabutan Bertuah,2.7,https://cf.shopee.com.my/file/my-11134207-7rasj-mc37t4adgr8m5f,http://shopee.com.my/product/564597300/40708256792,派对用品,牌,,IVCN202608208867,3.00696E+11,https://detail.1688.com/offer/761015426968.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417604136957324085e0ed5&token=GMMwDBdphRWcPm9k2NGlwOIoR4YUthWFvyqcsl3KiqEXJg2LEJp4qTbB9UFO7phU,P0,中销售优先级,40708256792,2.7,高销售优先级,1,否,否,是
吸顶式RGB 5050蓝牙APP控制LED灯带 220V 适用于客厅灯带,10米 APP+遥控器,30.78,https://cf.shopee.ph/file/ph-11134207-7rasj-m63puuy3thtu3c,http://shopee.ph/product/1192107192/26258284372,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608203651,2.46409E+11,https://detail.1688.com/offer/657035230052.html?spm=a26352.b28411319/2508.0.0,P0,高销售优先级,26258284372,30.78,高销售优先级,2,是,是,是
SL 照明 | 铝制轨道灯：表面安装和嵌入式铝制轨道灯系统，有多种尺寸可供选择，长度可达 2 米。,表面贴装（1201 - 2M）,13.43,https://cf.shopee.co.th/file/th-11134207-7qul5-lgiu2jdieznzf9,http://shopee.co.th/product/10628137/9363167143,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608207975,92524886825,https://detail.1688.com/offer/630393665691.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,9363167143,13.43,高销售优先级,1,是,否,是
【超亮】TPSOLAR家用太阳能灯，照明面积100-300平方米，铸铝外壳，可持续照明12小时,35x75 单晶硅太阳能电池板,59.8,https://cf.shopee.vn/file/vn-11134207-81ztc-mm082z90vpq999,http://shopee.vn/product/50861976/11846127578,灯光,太阳能灯,太阳能庭院灯,IVCN202608204351,86050992793,https://detail.1688.com/offer/912721059033.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,11846127578,59.8,高销售优先级,1,是,否,是
生日派对个性化礼品袋套装，多种主题可选。,一套20个小型派对礼品袋,116.36,https://cf.shopee.com.br/file/br-11134207-7r98o-llik8zed9d8raa,http://shopee.com.br/product/850568123/23795593992,派对用品,其他的,,IVCN202608205421,2.29392E+11,#N/A,P2,高销售优先级,23795593992,116.36,高销售优先级,3,是,否,是
EVE（10 盏灯套装）LED 嵌入式吸顶灯，圆形，6-24 瓦，日光白光 6500K。,12瓦6英寸钻头,163.85,https://cf.shopee.co.th/file/th-11134207-7ra0l-mdv5pexjp1i714,http://shopee.co.th/product/43533927/28725912006,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN202608206265,1.38212E+11,https://detail.1688.com/offer/680219802519.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23down-th.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,28725912006,163.85,高销售优先级,1,是,否,是
简易穿衣套装三件套圆柱形罩+面板泰迪熊主题男宝宝迎婴派对,婴儿派对-0075,33.85,https://cf.shopee.com.br/file/br-11134207-7r98o-m9054huo6iv6f6,http://shopee.com.br/product/1499891039/22893939277,派对用品,背景幕布和横幅,,IVCN202608205979,2.09174E+11,https://detail.1688.com/offer/738918470291.html?spm=a26352.13672862.offerlist.59.8a594d55kThD1Z&offerId=738918470291&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5271454831105&trace_log=normal&uuid=ccf38c9165a745fab5ed4023ff859b40&forcePC=1761639135720,P1,高销售优先级,22893939277,33.85,高销售优先级,1,是,否,是
1000W太阳能泛光灯，户外照明反射器，带遥控器，冷白光，防水,所以,143.58,https://cf.shopee.com.br/file/br-11134207-820le-mn2lfjqf47416c,http://shopee.com.br/product/1545189381/58208880890,灯光,太阳能灯,太阳能投光灯,IVCN202608207591,2.09621E+11,https://detail.1688.com/offer/857748826398.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,58208880890,143.58,高销售优先级,1,是,否,是
现代球形吊灯，金色，Inovartte - INL88,现代球形吊灯，金色，Inovartte - INL88,100.43,https://cf.shopee.com.br/file/br-11134207-7r98o-mc24h0dsnnb9a4,http://shopee.com.br/product/341072453/7897557252,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608204453,57001223421,https://detail.1688.com/offer/1040713258804.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,7897557252,100.43,高销售优先级,1,是,否,是
50个亚克力杯套装，9盎司/270毫升，可清洗一次性水晶透明杯，金色杯口。,50个亚克力杯套装，9盎司/270毫升，可清洗一次性水晶透明杯，金色杯口。,40.87,https://cf.shopee.com.br/file/br-11134207-7r98o-ltgpf73csm4f8d,http://shopee.com.br/product/1073414210/21599234698,派对用品,一次性餐具,,IVCN202608208703,1.99594E+11,https://detail.1688.com/offer/786098975108.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,21599234698,40.87,高销售优先级,1,是,否,是
Enic SN、SD、S100 高级浴室灯提供加热、照明、除湿、除臭、通风和制冷功能。,SN,564.22,https://cf.shopee.vn/file/vn-11134207-7r98o-lqbfyf0w68k2af,http://shopee.vn/product/1155238441/24357561288,灯光,功能灯,功能灯,IVCN202608208761,2.17263E+11,https://detail.1688.com/offer/637517750519.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=7b4eafa47f95fb6b0628f8ef662478fb&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B146C8E8FAB9ED72FB1E354168A5D942064ECB0444020610CC1CDE1D79A9EB012F348394BC3CC3C62B9992F8828C4BE892C0726E7BED3D2F75FDCC74418319811AC77FDBC919CF90EF0ED0DA0A97089C3C6AD8A6192B739A06226CBFB7CD10483B13B7D32BDEEE878B272F37A263CAE971160B280631C4475EF3512D8798C6FECB7C25C710E5A27C9F%26cbu_cps_trace_flag%3Dwrite,P1,高销售优先级,24357561288,564.22,高销售优先级,1,是,否,是
圆形面板 + 三件套圆柱形盖子，升华印花复仇者联盟,参考编号 0106,33.03,https://cf.shopee.com.br/file/br-11134207-7r98o-m5sjf6eyq1xsb0,http://shopee.com.br/product/1415485267/21198025468,派对用品,背景幕布和横幅,,IVCN202608205133,1.29649E+11,https://detail.1688.com/offer/673557039887.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,21198025468,33.03,高销售优先级,1,是,否,是
50毫升软木塞瓶套装（10/20/30/40/50/100毫升） - 派对和活动的伴手礼。,科克，50,17.96,https://cf.shopee.com.br/file/br-11134207-820m4-mo8ggvoy62gycc,http://shopee.com.br/product/973078096/21997924839,派对用品,其他的,,IVCN202608203979,1.694E+11,#N/A,P2,高销售优先级,21997924839,17.96,高销售优先级,3,是,否,是
LAMPTAN 高功率 LED 高棚 UFO NAVIA 灯具，100w、150w、200w，白光。,150瓦,156.61,https://cf.shopee.co.th/file/sg-11134201-22100-9iuc64syj4iv9f,http://shopee.co.th/product/216580311/18357554210,灯光,工业照明,工矿灯/高棚灯,IVCN202608207059,88390713364,https://detail.1688.com/offer/678218688114.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,18357554210,156.61,高销售优先级,1,是,否,是
15个可定制Logo的3毫米白色中密度纤维板蛋糕底座套装 - 蛋糕底座和支架,圆形，15个一套 - 30厘米,30.06,https://cf.shopee.com.br/file/sg-11134201-22110-yckaxhoq83jv7c,http://shopee.com.br/product/333671982/19363553949,派对用品,其他的,,IVCN202608206771,2.28763E+11,https://detail.1688.com/offer/777448221688.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,19363553949,30.06,高销售优先级,2,是,否,是
半月形美学台灯，水疗拱形，3种可调节色调，美容院，肌肤清洁,所以,75.79,https://cf.shopee.com.br/file/sg-11134201-7rdwq-mcax2z1525cp2b,http://shopee.com.br/product/1024782317/20999842331,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608203897,1.79407E+11,https://detail.1688.com/offer/788492294839.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417612176002238276e0fc1&token=0S14LkUB%2BGCqpUpr3MvBvmh93M9aEHjIAZYB4LoQV86fcptHWpZ7hJiQ0YZIpWK2,P0,高销售优先级,20999842331,75.79,高销售优先级,1,否,否,是
5000000W 太阳能 T8 LED 灯管，白光/三色可选，IP67 防水，整夜明亮 💡,5000000W3色，买一送一。如有商品损坏，将予以赔偿。,91.17,https://cf.shopee.co.th/file/th-11134207-81ztj-mof66hpys6xb44,http://shopee.co.th/product/973049846/28631285137,灯光,太阳能灯,太阳能灯泡/灯管,IVCN202608205649,2.62348E+11,https://detail.1688.com/offer/1012554885911.html?spm=a26352.13672862.offerlist.9.1bce1e62sW2VfX&offerId=1012554885911&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6180022203446&trace_log=normal&uuid=6a27f4061f8845ebbca45c2dfdef3d0d&forcePC=1784772881913,P1,高销售优先级,28631285137,91.17,高销售优先级,1,是,否,是
Ecolum 25W太阳能泛光灯 - CFL52025DL,默认,16.8,https://cf.shopee.ph/file/ph-11134207-7rasf-m0wudsuareeb36,http://shopee.ph/product/126386977/16758918939,灯光,太阳能灯,太阳能投光灯,IVCN202608205265,1.72303E+11,#N/A,P2,高销售优先级,16758918939,16.8,高销售优先级,1,是,是,是
一套3盏嘉宝果金吊灯，配透明玻璃灯罩,一套3盏嘉宝果金吊灯，配透明玻璃灯罩,324.49,https://cf.shopee.com.br/file/br-11134207-7r98o-ly52vs4lujvbed,http://shopee.com.br/product/518249490/22125822164,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608204121,1.65605E+11,https://detail.1688.com/offer/831629556713.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,22125822164,324.49,高销售优先级,1,是,否,是
飞利浦照明太阳能路灯，BRC010 G2 新型号，1000/2000/4000 流明，免费遥控器。,2000流明，6500K白光,155.61,https://cf.shopee.co.th/file/th-11134207-81ztg-mhj7e0mlbk77bb,http://shopee.co.th/product/30968724/29124982727,灯光,太阳能灯,太阳能路灯,IVCN202608204985,2.42573E+11,https://detail.1688.com/offer/960823732391.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,29124982727,155.61,高销售优先级,2,是,否,是
3x3 派对背景横幅帆布装饰支撑结构,3x3 派对背景横幅帆布装饰支撑结构,76.98,https://cf.shopee.com.br/file/br-11134207-81z1k-mdxn4sq7lczk8c,http://shopee.com.br/product/886474981/20299868820,派对用品,背景幕布和横幅,,IVCN202608208749,1.49786E+11,https://detail.1688.com/offer/914502738334.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,20299868820,76.98,高销售优先级,1,是,否,是
现代LED吸顶灯，24瓦圆形，白/金配色，多伦多型，重型，适用于天花板、客厅等场所。,现代LED吸顶灯，24瓦圆形，白/金配色，多伦多型，重型，适用于天花板、客厅等场所。,101.2,https://cf.shopee.com.br/file/br-11134201-820l5-mqyd4w151pfq7e,http://shopee.com.br/product/1371828751/23998056361,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608208877,2.29413E+11,https://detail.1688.com/offer/637601701180.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,23998056361,101.2,高销售优先级,1,是,否,是
现代32瓦圆形LED吸顶灯，全新太空木纹饰面,现代32瓦圆形LED吸顶灯，全新太空木纹饰面,138.55,https://cf.shopee.com.br/file/br-11134207-81z1k-me8pvl0f0q9s46,http://shopee.com.br/product/1371828751/23697970675,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608204021,2.39411E+11,https://detail.1688.com/offer/970198076213.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,23697970675,138.55,高销售优先级,1,是,否,是
户外立灯 E27 型号 K374B,户外立灯 E27 型号 K374B,71.63,https://cf.shopee.co.th/file/d16cee4e01bd86f884d1fe0b537507b5,http://shopee.co.th/product/8705108/7159174399,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN202608208459,41530115952,https://detail.1688.com/offer/660148124318.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,7159174399,71.63,高销售优先级,1,是,否,是
一次性烧卖叉和章鱼烧（500克）1公斤,1公斤,5.66,https://cf.shopee.ph/file/ph-11134207-7rasg-m14058j0v0x962,http://shopee.ph/product/152727993/29063505646,派对用品,一次性餐具,,没发邀请码,2.33301E+11,https://detail.1688.com/offer/759031756733.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,29063505646,5.66,高销售优先级,1,否,否,是
现代奢华 K9 水晶吸顶吊灯，带 G9 灯座的装饰吊灯，适用于客厅和餐厅。,一个,443.02,https://cf.shopee.com.br/file/br-11134207-820md-mogjxai5ep6r7f,http://shopee.com.br/product/1816053390/22099519274,灯光,室内固定照明-水晶灯,水晶灯,IVCN202608205807,1.69728E+11,https://detail.1688.com/offer/714931760773.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17847012547837753e0c18&token=qI%2FxsnUUWJTcd%2FFuS0RtGVTVsCbj2LsHK8hGXxLVGajGsIRkEwLoAS0S71q9gYFp,P0,高销售优先级,22099519274,443.02,高销售优先级,1,是,否,是
DJ灯 36W 遥控旋转光束舞台灯光氛围激光迪斯科派对灯,磁带遥控器,160,https://cf.shopee.ph/file/ph-11134207-7rasa-m4a7qai1kq9764,http://shopee.ph/product/655692001/28721924226,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608207125,1.28169E+11,https://detail.1688.com/offer/897563826059.html?spm=a26352.b28411319.offerlist.16.367f1e62jULewp,P1,高销售优先级,28721924226,160,高销售优先级,1,是,是,是
现代吊灯，适用于 E27 灯座,所以,66.43,https://cf.shopee.com.br/file/br-11134207-820mf-mldxci27ec5haf,http://shopee.com.br/product/1305065285/58256182175,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608208567,1.89619E+11,https://detail.1688.com/offer/905423323555.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,58256182175,66.43,高销售优先级,1,是,否,是
🎄免运费🎄太阳能乒乓球灯，20/50/100颗LED装饰灯，新年灯，花园灯，户外灯，防水，超节能，圣诞灯,15米长，共30盏灯的灯串。,39.86,https://cf.shopee.co.th/file/th-11134207-81ztn-mi6qvufh5rlz6c,http://shopee.co.th/product/1001023139/27163703881,灯光,太阳能灯,太阳能装饰灯,IVCN202608203597,3.30291E+11,https://detail.1688.com/offer/1043880710573.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,27163703881,39.86,高销售优先级,2,是,否,是
日式吊灯 侘寂风格吊灯 厨房吊灯 吸顶灯 宜家,500毫米/19.7英寸-白色，LED三色灯,155.19,https://cf.shopee.com.my/file/sg-11134201-7rbly-lnv6gjggx12eb6,http://shopee.com.my/product/265373149/25950543797,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608208049,2.22257E+11,https://detail.1688.com/offer/793379899353.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,25950543797,155.19,高销售优先级,4,是,否,是
气球运输袋套装 1.10x2.20 10 20 30 40 50 个气球,10,4.07,https://cf.shopee.com.br/file/br-11134207-7r98o-m0lu9mtw0yw0a8,http://shopee.com.br/product/764553541/22097860178,派对用品,气球,,IVCN202608204981,2.38774E+11,https://detail.1688.com/offer/818955006028.html?spm=a26352.13672862.offerlist.1.34d11b14vZ7OK4,P1,高销售优先级,22097860178,4.07,高销售优先级,2,是,否,是
15厘米豪华圣诞球，大号，闪亮，光滑，红色或金色，高级圣诞装饰品,3个红色球的套装,20.23,https://cf.shopee.com.br/file/br-11134207-7r98o-m0yli7tkjkn4ab,http://shopee.com.br/product/394627325/23397900919,派对用品,其他的,,IVCN202608203769,2.38774E+11,https://detail.1688.com/offer/692946826390.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17581943790444328e102d&token=IpWGi%2B7aKyvBSALN8606edtkNv0%2F9lXt7ivPDlzE87V%2BbYKlZB6CuWW9M9byHgRi,P1,高销售优先级,23397900919,20.23,高销售优先级,1,是,否,是
GeeParty – 丛林动物气球（10个或20个）30厘米混合装，适合生日派对,20 件,10.14,https://cf.shopee.com.br/file/cn-11134207-7ras8-m6p6gvlnpjv7b6,http://shopee.com.br/product/1388464725/29374554481,派对用品,气球,,IVCN202608205479,1.2823E+11,https://detail.1688.com/offer/672995098952.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,中高销售优先级,29374554481,10.14,高销售优先级,2,否,否,是
JBL 便携式派对荧光棒，防溅水，灯光秀 - 黑色,JBL 便携式派对荧光棒，防溅水，灯光秀 - 黑色,78.06,https://cf.shopee.com.br/file/br-11134207-820lj-mn1sicovqjgk1f,http://shopee.com.br/product/1343318906/51308826783,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN202608208265,3.85783E+11,https://detail.1688.com/offer/779980998118.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,51308826783,78.06,高销售优先级,1,是,否,是
10/12 件套毛绒圣诞树挂饰吊坠，大型圣诞老人吊坠，16 厘米，LuvinCo 装饰品,12 只耳环,30.9,https://cf.shopee.com.br/file/br-11134207-7r98o-mdkoqm6lz8wh4c,http://shopee.com.br/product/1495626487/22598694744,派对用品,其他的,,IVCN202608205583,2.28787E+11,https://detail.1688.com/offer/922587173313.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717606819730255091e0fe4&token=%2FNra0MuB0sf7ComWFtQ6lTa7jF4ER%2FVPMnpFBJNH2XBcIN8PdY8WuEc4xjCgobM6,P1,高销售优先级,22598694744,30.9,高销售优先级,1,是,否,是
40 个个性化派对礼品袋，高 12 厘米，宽 17 厘米。,40 个个性化派对礼品袋，高 12 厘米，宽 17 厘米。,251.61,https://cf.shopee.com.br/file/br-11134201-820m7-mr3wcyoay13bd5,http://shopee.com.br/product/1483723759/22798716129,派对用品,其他的,,IVCN202608204075,1.29835E+11,https://detail.1688.com/offer/957805530445.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,22798716129,251.61,高销售优先级,1,是,否,是
吊灯，配有 2 个玻璃灯罩、E27 灯座、铝制框架、可调节电缆，长度为 2 米。,PD 2G DOU LEI 15CM E27,117.99,https://cf.shopee.com.br/file/br-11134207-820ld-mpz5qg0hm87680,http://shopee.com.br/product/1305065285/23794150197,灯光,室内固定照明-天花板灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN202608204035,3.71123E+11,https://detail.1688.com/offer/1051313200992.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,23794150197,117.99,高销售优先级,1,是,否,是
